Module,Path,baseline,node22,node20,node18,bun,deno,workerd,wranglerUnenv
,,,22.14.0,4.5.1,1.2.0,2.2.8,d3cd504
crypto,generateKeySync,supported,supported,supported,supported,supported,unsupported
crypto,generatePrime,supported,supported,supported,unsupported,supported,unsupported
crypto,generatePrimeSync,supported,supported,supported,unsupported,supported,unsupported
crypto,getCipherInfo,supported,supported,supported,supported,supported,unsupported
crypto,getCiphers,supported,supported,supported,supported,supported,unsupported
crypto,getCurves,supported,supported,supported,supported,supported,unsupported
crypto,getDiffieHellman,supported,supported,supported,supported,supported,unsupported
crypto,getFips,supported,supported,supported,supported,stub,unsupported
crypto,getHashes,supported,supported,supported,supported,supported,unsupported
crypto,getRandomValues,supported,supported,supported,supported,supported,unsupported
crypto,hash,supported,supported,supported,supported,supported,unsupported
crypto,hkdf,supported,supported,supported,unsupported,supported,unsupported
crypto,hkdfSync,supported,supported,supported,unsupported,supported,unsupported
crypto,pbkdf2,supported,supported,supported,supported,supported,unsupported
crypto,pbkdf2Sync,supported,supported,supported,supported,supported,unsupported
crypto,privateDecrypt,supported,supported,supported,supported,supported,unsupported
crypto,privateEncrypt,supported,supported,supported,supported,supported,unsupported
crypto,publicDecrypt,supported,supported,supported,supported,stub,unsupported
crypto,publicEncrypt,supported,supported,supported,supported,supported,unsupported
crypto,randomBytes,supported,supported,supported,supported,supported,unsupported
crypto,randomFill,supported,supported,supported,supported,supported,unsupported
crypto,randomFillSync,supported,supported,supported,supported,supported,unsupported
crypto,randomInt,supported,supported,supported,supported,supported,unsupported
crypto,randomUUID,supported,supported,supported,supported,supported,unsupported
crypto,scrypt,supported,supported,supported,supported,supported,unsupported
crypto,scryptSync,supported,supported,supported,supported,supported,unsupported
crypto,secureHeapUsed,supported,supported,supported,unsupported,stub,unsupported
crypto,setEngine,supported,supported,supported,unsupported,stub,unsupported
crypto,setFips,supported,supported,supported,unsupported,stub,unsupported
crypto,sign,supported,supported,supported,supported,supported,unsupported
crypto,subtle.*self*,supported,supported,supported,supported,supported,unsupported
crypto,subtle.decrypt,supported,supported,supported,supported,supported,unsupported
crypto,subtle.deriveBits,supported,supported,supported,supported,supported,unsupported
crypto,subtle.deriveKey,supported,supported,supported,supported,supported,unsupported
crypto,subtle.digest,supported,supported,supported,supported,supported,unsupported
crypto,subtle.encrypt,supported,supported,supported,supported,supported,unsupported
crypto,subtle.exportKey,supported,supported,supported,supported,supported,unsupported
crypto,subtle.generateKey,supported,supported,supported,supported,supported,unsupported
crypto,subtle.importKey,supported,supported,supported,supported,supported,unsupported
crypto,subtle.sign,supported,supported,supported,supported,supported,unsupported
crypto,subtle.unwrapKey,supported,supported,supported,supported,supported,unsupported
crypto,subtle.verify,supported,supported,supported,supported,supported,unsupported
crypto,subtle.wrapKey,supported,supported,supported,supported,supported,unsupported
crypto,timingSafeEqual,supported,supported,supported,supported,supported,unsupported
crypto,verify,supported,supported,supported,supported,supported,unsupported
crypto,webcrypto.*self*,supported,supported,supported,supported,supported,unsupported
crypto,webcrypto.CryptoKey,supported,unsupported,supported,unsupported,unsupported,unsupported
crypto,webcrypto.getRandomValues,supported,supported,supported,supported,supported,unsupported
crypto,webcrypto.randomUUID,supported,supported,supported,supported,supported,unsupported
crypto,webcrypto.subtle.*self*,supported,supported,supported,supported,supported,unsupported
crypto,webcrypto.subtle.decrypt,supported,supported,supported,supported,supported,unsupported
crypto,webcrypto.subtle.deriveBits,supported,supported,supported,supported,supported,unsupported
crypto,webcrypto.subtle.deriveKey,supported,supported,supported,supported,supported,unsupported
crypto,webcrypto.subtle.digest,supported,supported,supported,supported,supported,unsupported
crypto,webcrypto.subtle.encrypt,supported,supported,supported,supported,supported,unsupported
crypto,webcrypto.subtle.exportKey,supported,supported,supported,supported,supported,unsupported
crypto,webcrypto.subtle.generateKey,supported,supported,supported,supported,supported,unsupported
crypto,webcrypto.subtle.importKey,supported,supported,supported,supported,supported,unsupported
crypto,webcrypto.subtle.sign,supported,supported,supported,supported,supported,unsupported
crypto,webcrypto.subtle.unwrapKey,supported,supported,supported,supported,supported,unsupported
crypto,webcrypto.subtle.verify,supported,supported,supported,supported,supported,unsupported
crypto,webcrypto.subtle.wrapKey,supported,supported,supported,supported,supported,unsupported
dgram,*self*,supported,supported,supported,supported,supported,unsupported
dgram,default.*self*,supported,supported,supported,supported,supported,unsupported
dgram,default.Socket,supported,supported,supported,supported,supported,unsupported
dgram,default.createSocket,supported,supported,supported,supported,supported,unsupported
dgram,Socket,supported,supported,supported,supported,supported,unsupported
dgram,createSocket,supported,supported,supported,supported,supported,unsupported
diagnostics_channel,*self*,supported,supported,supported,supported,supported,unsupported
diagnostics_channel,default.*self*,supported,supported,supported,supported,supported,unsupported
diagnostics_channel,default.Channel,supported,supported,supported,supported,supported,unsupported
diagnostics_channel,default.channel,supported,supported,supported,supported,supported,unsupported
diagnostics_channel,default.hasSubscribers,supported,supported,supported,supported,supported,unsupported
diagnostics_channel,default.subscribe,supported,supported,supported,supported,supported,unsupported
diagnostics_channel,default.tracingChannel,supported,supported,supported,supported,supported,unsupported
diagnostics_channel,default.unsubscribe,supported,supported,supported,supported,supported,unsupported
diagnostics_channel,Channel,supported,supported,supported,supported,unsupported,unsupported
diagnostics_channel,channel,supported,supported,supported,supported,supported,unsupported
diagnostics_channel,hasSubscribers,supported,supported,supported,supported,supported,unsupported
diagnostics_channel,subscribe,supported,supported,supported,supported,supported,unsupported
diagnostics_channel,tracingChannel,supported,supported,supported,supported,supported,unsupported
diagnostics_channel,unsubscribe,supported,supported,supported,supported,supported,unsupported
dns,*self*,supported,supported,supported,supported,supported,unsupported
dns,default.*self*,supported,supported,supported,supported,supported,unsupported
dns,default.ADDRCONFIG,supported,supported,supported,supported,supported,unsupported
dns,default.ADDRGETNETWORKPARAMS,supported,supported,supported,supported,supported,unsupported
dns,default.ALL,supported,supported,supported,supported,supported,unsupported
dns,default.BADFAMILY,supported,supported,supported,supported,supported,unsupported
dns,default.BADFLAGS,supported,supported,supported,supported,supported,unsupported
dns,default.BADHINTS,supported,supported,supported,supported,supported,unsupported
dns,default.BADNAME,supported,supported,supported,supported,supported,unsupported
dns,default.BADQUERY,supported,supported,supported,supported,supported,unsupported
dns,default.BADRESP,supported,supported,supported,supported,supported,unsupported
dns,default.BADSTR,supported,supported,supported,supported,supported,unsupported
dns,default.CANCELLED,supported,supported,supported,supported,supported,unsupported
dns,default.CONNREFUSED,supported,supported,supported,supported,supported,unsupported
dns,default.DESTRUCTION,supported,supported,supported,supported,supported,unsupported
dns,default.EOF,supported,supported,supported,supported,supported,unsupported
dns,default.FILE,supported,supported,supported,supported,supported,unsupported
dns,default.FORMERR,supported,supported,supported,supported,supported,unsupported
dns,default.LOADIPHLPAPI,supported,supported,supported,supported,supported,unsupported
dns,default.NODATA,supported,supported,supported,supported,supported,unsupported
dns,default.NOMEM,supported,supported,supported,supported,supported,unsupported
dns,default.NONAME,supported,supported,supported,supported,supported,unsupported
dns,default.NOTFOUND,supported,supported,supported,supported,supported,unsupported
dns,default.NOTIMP,supported,supported,supported,supported,supported,unsupported
dns,default.NOTINITIALIZED,supported,supported,supported,supported,supported,unsupported
dns,default.REFUSED,supported,supported,supported,supported,supported,unsupported
dns,default.Resolver,supported,supported,supported,supported,supported,unsupported
dns,default.SERVFAIL,supported,supported,supported,supported,supported,unsupported
dns,default.TIMEOUT,supported,supported,supported,supported,supported,unsupported
dns,default.V4MAPPED,supported,supported,supported,supported,supported,unsupported
dns,default.getDefaultResultOrder,supported,supported,supported,supported,unsupported,unsupported
dns,default.getServers,supported,supported,supported,supported,supported,unsupported
dns,default.lookup,supported,supported,supported,supported,supported,unsupported
dns,default.lookupService,supported,supported,supported,supported,unsupported,unsupported
dns,default.promises.*self*,supported,supported,supported,supported,supported,unsupported
dns,default.promises.ADDRGETNETWORKPARAMS,supported,supported,supported,supported,supported,unsupported
dns,default.promises.BADFAMILY,supported,supported,supported,supported,supported,unsupported
dns,default.promises.BADFLAGS,supported,supported,supported,supported,supported,unsupported
dns,default.promises.BADHINTS,supported,supported,supported,supported,supported,unsupported
dns,default.promises.BADNAME,supported,supported,supported,supported,supported,unsupported
dns,default.promises.BADQUERY,supported,supported,supported,supported,supported,unsupported
dns,default.promises.BADRESP,supported,supported,supported,supported,supported,unsupported
dns,default.promises.BADSTR,supported,supported,supported,supported,supported,unsupported
dns,default.promises.CANCELLED,supported,supported,supported,supported,supported,unsupported
dns,default.promises.CONNREFUSED,supported,supported,supported,supported,supported,unsupported
dns,default.promises.DESTRUCTION,supported,supported,supported,supported,supported,unsupported
dns,default.promises.EOF,supported,supported,supported,supported,supported,unsupported
dns,default.promises.FILE,supported,supported,supported,supported,supported,unsupported
dns,default.promises.FORMERR,supported,supported,supported,supported,supported,unsupported
dns,default.promises.LOADIPHLPAPI,supported,supported,supported,supported,supported,unsupported
dns,default.promises.NODATA,supported,supported,supported,supported,supported,unsupported
dns,default.promises.NOMEM,supported,supported,supported,supported,supported,unsupported
dns,default.promises.NONAME,supported,supported,supported,supported,supported,unsupported
dns,default.promises.NOTFOUND,supported,supported,supported,supported,supported,unsupported
dns,default.promises.NOTIMP,supported,supported,supported,supported,supported,unsupported
dns,default.promises.NOTINITIALIZED,supported,supported,supported,supported,supported,unsupported
dns,default.promises.REFUSED,supported,supported,supported,supported,supported,unsupported
dns,default.promises.Resolver,supported,supported,supported,supported,supported,unsupported
dns,default.promises.SERVFAIL,supported,supported,supported,supported,supported,unsupported
dns,default.promises.TIMEOUT,supported,supported,supported,supported,supported,unsupported
dns,default.promises.getDefaultResultOrder,supported,supported,supported,unsupported,unsupported,unsupported
dns,default.promises.getServers,supported,supported,supported,unsupported,supported,unsupported
dns,default.promises.lookup,supported,supported,supported,supported,supported,unsupported
dns,default.promises.lookupService,supported,supported,supported,supported,unsupported,unsupported
dns,default.promises.resolve,supported,supported,supported,supported,supported,unsupported
dns,default.promises.resolve4,supported,supported,supported,supported,supported,unsupported
dns,default.promises.resolve6,supported,supported,supported,supported,supported,unsupported
dns,default.promises.resolveAny,supported,supported,supported,supported,supported,unsupported
dns,default.promises.resolveCaa,supported,supported,supported,supported,supported,unsupported
dns,default.promises.resolveCname,supported,supported,supported,supported,supported,unsupported
dns,default.promises.resolveMx,supported,supported,supported,supported,supported,unsupported
dns,default.promises.resolveNaptr,supported,supported,supported,supported,supported,unsupported
dns,default.promises.resolveNs,supported,supported,supported,supported,supported,unsupported
dns,default.promises.resolvePtr,supported,supported,supported,supported,supported,unsupported
dns,default.promises.resolveSoa,supported,supported,supported,supported,supported,unsupported
dns,default.promises.resolveSrv,supported,supported,supported,supported,supported,unsupported
dns,default.promises.resolveTxt,supported,supported,supported,supported,supported,unsupported
dns,default.promises.reverse,supported,supported,supported,supported,supported,unsupported
dns,default.promises.setDefaultResultOrder,supported,supported,supported,supported,supported,unsupported
dns,default.promises.setServers,supported,supported,supported,supported,supported,unsupported
dns,default.resolve,supported,supported,supported,supported,supported,unsupported
dns,default.resolve4,supported,supported,supported,supported,supported,unsupported
dns,default.resolve6,supported,supported,supported,supported,supported,unsupported
dns,default.resolveAny,supported,supported,supported,supported,supported,unsupported
dns,default.resolveCaa,supported,supported,supported,supported,supported,unsupported
dns,default.resolveCname,supported,supported,supported,supported,supported,unsupported
dns,default.resolveMx,supported,supported,supported,supported,supported,unsupported
dns,default.resolveNaptr,supported,supported,supported,supported,supported,unsupported
dns,default.resolveNs,supported,supported,supported,supported,supported,unsupported
dns,default.resolvePtr,supported,supported,supported,supported,supported,unsupported
dns,default.resolveSoa,supported,supported,supported,supported,supported,unsupported
dns,default.resolveSrv,supported,supported,supported,supported,supported,unsupported
dns,default.resolveTxt,supported,supported,supported,supported,supported,unsupported
dns,default.reverse,supported,supported,supported,supported,supported,unsupported
dns,default.setDefaultResultOrder,supported,supported,supported,supported,supported,unsupported
dns,default.setServers,supported,supported,supported,supported,supported,unsupported
dns,ADDRCONFIG,supported,supported,supported,supported,supported,unsupported
dns,ADDRGETNETWORKPARAMS,supported,supported,supported,supported,supported,unsupported
dns,ALL,supported,supported,supported,supported,supported,unsupported
dns,BADFAMILY,supported,supported,supported,supported,supported,unsupported
dns,BADFLAGS,supported,supported,supported,supported,supported,unsupported
dns,BADHINTS,supported,supported,supported,supported,supported,unsupported
dns,BADNAME,supported,supported,supported,supported,supported,unsupported
dns,BADQUERY,supported,supported,supported,supported,supported,unsupported
dns,BADRESP,supported,supported,supported,supported,supported,unsupported
dns,BADSTR,supported,supported,supported,supported,supported,unsupported
dns,CANCELLED,supported,supported,supported,supported,supported,unsupported
dns,CONNREFUSED,supported,supported,supported,supported,supported,unsupported
dns,DESTRUCTION,supported,supported,supported,supported,supported,unsupported
dns,EOF,supported,supported,supported,supported,supported,unsupported
dns,FILE,supported,supported,supported,supported,supported,unsupported
dns,FORMERR,supported,supported,supported,supported,supported,unsupported
dns,LOADIPHLPAPI,supported,supported,supported,supported,supported,unsupported
dns,NODATA,supported,supported,supported,supported,supported,unsupported
dns,NOMEM,supported,supported,supported,supported,supported,unsupported
dns,NONAME,supported,supported,supported,supported,supported,unsupported
dns,NOTFOUND,supported,supported,supported,supported,supported,unsupported
dns,NOTIMP,supported,supported,supported,supported,supported,unsupported
dns,NOTINITIALIZED,supported,supported,supported,supported,supported,unsupported
dns,REFUSED,supported,supported,supported,supported,supported,unsupported
dns,Resolver,supported,supported,supported,supported,supported,unsupported
dns,SERVFAIL,supported,supported,supported,supported,supported,unsupported
dns,TIMEOUT,supported,supported,supported,supported,supported,unsupported
dns,V4MAPPED,supported,supported,supported,supported,supported,unsupported
dns,getDefaultResultOrder,supported,supported,supported,supported,unsupported,unsupported
dns,getServers,supported,supported,supported,supported,supported,unsupported
dns,lookup,supported,supported,supported,supported,supported,unsupported
dns,lookupService,supported,supported,supported,supported,unsupported,unsupported
dns,promises.*self*,supported,supported,supported,supported,supported,unsupported
dns,promises.ADDRGETNETWORKPARAMS,supported,supported,supported,supported,supported,unsupported
dns,promises.BADFAMILY,supported,supported,supported,supported,supported,unsupported
dns,promises.BADFLAGS,supported,supported,supported,supported,supported,unsupported
dns,promises.BADHINTS,supported,supported,supported,supported,supported,unsupported
dns,promises.BADNAME,supported,supported,supported,supported,supported,unsupported
dns,promises.BADQUERY,supported,supported,supported,supported,supported,unsupported
dns,promises.BADRESP,supported,supported,supported,supported,supported,unsupported
dns,promises.BADSTR,supported,supported,supported,supported,supported,unsupported
dns,promises.CANCELLED,supported,supported,supported,supported,supported,unsupported
dns,promises.CONNREFUSED,supported,supported,supported,supported,supported,unsupported
dns,promises.DESTRUCTION,supported,supported,supported,supported,supported,unsupported
dns,promises.EOF,supported,supported,supported,supported,supported,unsupported
dns,promises.FILE,supported,supported,supported,supported,supported,unsupported
dns,promises.FORMERR,supported,supported,supported,supported,supported,unsupported
dns,promises.LOADIPHLPAPI,supported,supported,supported,supported,supported,unsupported
dns,promises.NODATA,supported,supported,supported,supported,supported,unsupported
dns,promises.NOMEM,supported,supported,supported,supported,supported,unsupported
dns,promises.NONAME,supported,supported,supported,supported,supported,unsupported
dns,promises.NOTFOUND,supported,supported,supported,supported,supported,unsupported
dns,promises.NOTIMP,supported,supported,supported,supported,supported,unsupported
dns,promises.NOTINITIALIZED,supported,supported,supported,supported,supported,unsupported
dns,promises.REFUSED,supported,supported,supported,supported,supported,unsupported
dns,promises.Resolver,supported,supported,supported,supported,supported,unsupported
dns,promises.SERVFAIL,supported,supported,supported,supported,supported,unsupported
dns,promises.TIMEOUT,supported,supported,supported,supported,supported,unsupported
dns,promises.getDefaultResultOrder,supported,supported,supported,unsupported,unsupported,unsupported
dns,promises.getServers,supported,supported,supported,unsupported,supported,unsupported
dns,promises.lookup,supported,supported,supported,supported,supported,unsupported
dns,promises.lookupService,supported,supported,supported,supported,unsupported,unsupported
dns,promises.resolve,supported,supported,supported,supported,supported,unsupported
dns,promises.resolve4,supported,supported,supported,supported,supported,unsupported
dns,promises.resolve6,supported,supported,supported,supported,supported,unsupported
dns,promises.resolveAny,supported,supported,supported,supported,supported,unsupported
dns,promises.resolveCaa,supported,supported,supported,supported,supported,unsupported
dns,promises.resolveCname,supported,supported,supported,supported,supported,unsupported
dns,promises.resolveMx,supported,supported,supported,supported,supported,unsupported
dns,promises.resolveNaptr,supported,supported,supported,supported,supported,unsupported
dns,promises.resolveNs,supported,supported,supported,supported,supported,unsupported
dns,promises.resolvePtr,supported,supported,supported,supported,supported,unsupported
dns,promises.resolveSoa,supported,supported,supported,supported,supported,unsupported
dns,promises.resolveSrv,supported,supported,supported,supported,supported,unsupported
dns,promises.resolveTxt,supported,supported,supported,supported,supported,unsupported
dns,promises.reverse,supported,supported,supported,supported,supported,unsupported
dns,promises.setDefaultResultOrder,supported,supported,supported,supported,supported,unsupported
dns,promises.setServers,supported,supported,supported,supported,supported,unsupported
dns,resolve,supported,supported,supported,supported,supported,unsupported
dns,resolve4,supported,supported,supported,supported,supported,unsupported
dns,resolve6,supported,supported,supported,supported,supported,unsupported
dns,resolveAny,supported,supported,supported,supported,supported,unsupported
dns,resolveCaa,supported,supported,supported,supported,supported,unsupported
dns,resolveCname,supported,supported,supported,supported,supported,unsupported
dns,resolveMx,supported,supported,supported,supported,supported,unsupported
dns,resolveNaptr,supported,supported,supported,supported,supported,unsupported
dns,resolveNs,supported,supported,supported,supported,supported,unsupported
dns,resolvePtr,supported,supported,supported,supported,supported,unsupported
dns,resolveSoa,supported,supported,supported,supported,supported,unsupported
dns,resolveSrv,supported,supported,supported,supported,supported,unsupported
dns,resolveTxt,supported,supported,supported,supported,supported,unsupported
dns,reverse,supported,supported,supported,supported,supported,unsupported
dns,setDefaultResultOrder,supported,supported,supported,supported,supported,unsupported
dns,setServers,supported,supported,supported,supported,supported,unsupported
dns/promises,*self*,supported,supported,supported,supported,supported,unsupported
dns/promises,default.*self*,supported,supported,supported,supported,supported,unsupported
dns/promises,default.ADDRGETNETWORKPARAMS,supported,supported,supported,supported,supported,unsupported
dns/promises,default.BADFAMILY,supported,supported,supported,supported,supported,unsupported
dns/promises,default.BADFLAGS,supported,supported,supported,supported,supported,unsupported
dns/promises,default.BADHINTS,supported,supported,supported,supported,supported,unsupported
dns/promises,default.BADNAME,supported,supported,supported,supported,supported,unsupported
dns/promises,default.BADQUERY,supported,supported,supported,supported,supported,unsupported
dns/promises,default.BADRESP,supported,supported,supported,supported,supported,unsupported
dns/promises,default.BADSTR,supported,supported,supported,supported,supported,unsupported
dns/promises,default.CANCELLED,supported,supported,supported,supported,supported,unsupported
dns/promises,default.CONNREFUSED,supported,supported,supported,supported,supported,unsupported
dns/promises,default.DESTRUCTION,supported,supported,supported,supported,supported,unsupported
dns/promises,default.EOF,supported,supported,supported,supported,supported,unsupported
dns/promises,default.FILE,supported,supported,supported,supported,supported,unsupported
dns/promises,default.FORMERR,supported,supported,supported,supported,supported,unsupported
dns/promises,default.LOADIPHLPAPI,supported,supported,supported,supported,supported,unsupported
dns/promises,default.NODATA,supported,supported,supported,supported,supported,unsupported
dns/promises,default.NOMEM,supported,supported,supported,supported,supported,unsupported
dns/promises,default.NONAME,supported,supported,supported,supported,supported,unsupported
dns/promises,default.NOTFOUND,supported,supported,supported,supported,supported,unsupported
dns/promises,default.NOTIMP,supported,supported,supported,supported,supported,unsupported
dns/promises,default.NOTINITIALIZED,supported,supported,supported,supported,supported,unsupported
dns/promises,default.REFUSED,supported,supported,supported,supported,supported,unsupported
dns/promises,default.Resolver,supported,supported,supported,supported,supported,unsupported
dns/promises,default.SERVFAIL,supported,supported,supported,supported,supported,unsupported
dns/promises,default.TIMEOUT,supported,supported,supported,supported,supported,unsupported
dns/promises,default.getDefaultResultOrder,supported,supported,supported,unsupported,unsupported,unsupported
dns/promises,default.getServers,supported,supported,supported,unsupported,supported,unsupported
dns/promises,default.lookup,supported,supported,supported,supported,supported,unsupported
dns/promises,default.lookupService,supported,supported,supported,supported,unsupported,unsupported
dns/promises,default.resolve,supported,supported,supported,supported,supported,unsupported
dns/promises,default.resolve4,supported,supported,supported,supported,supported,unsupported
dns/promises,default.resolve6,supported,supported,supported,supported,supported,unsupported
dns/promises,default.resolveAny,supported,supported,supported,supported,supported,unsupported
dns/promises,default.resolveCaa,supported,supported,supported,supported,supported,unsupported
dns/promises,default.resolveCname,supported,supported,supported,supported,supported,unsupported
dns/promises,default.resolveMx,supported,supported,supported,supported,supported,unsupported
dns/promises,default.resolveNaptr,supported,supported,supported,supported,supported,unsupported
dns/promises,default.resolveNs,supported,supported,supported,supported,supported,unsupported
dns/promises,default.resolvePtr,supported,supported,supported,supported,supported,unsupported
dns/promises,default.resolveSoa,supported,supported,supported,supported,supported,unsupported
dns/promises,default.resolveSrv,supported,supported,supported,supported,supported,unsupported
dns/promises,default.resolveTxt,supported,supported,supported,supported,supported,unsupported
dns/promises,default.reverse,supported,supported,supported,supported,supported,unsupported
dns/promises,default.setDefaultResultOrder,supported,supported,supported,supported,supported,unsupported
dns/promises,default.setServers,supported,supported,supported,supported,supported,unsupported
dns/promises,ADDRGETNETWORKPARAMS,supported,supported,supported,supported,supported,unsupported
dns/promises,BADFAMILY,supported,supported,supported,supported,supported,unsupported
dns/promises,BADFLAGS,supported,supported,supported,supported,supported,unsupported
dns/promises,BADHINTS,supported,supported,supported,supported,supported,unsupported
dns/promises,BADNAME,supported,supported,supported,supported,supported,unsupported
dns/promises,BADQUERY,supported,supported,supported,supported,supported,unsupported
dns/promises,BADRESP,supported,supported,supported,supported,supported,unsupported
dns/promises,BADSTR,supported,supported,supported,supported,supported,unsupported
dns/promises,CANCELLED,supported,supported,supported,supported,supported,unsupported
dns/promises,CONNREFUSED,supported,supported,supported,supported,supported,unsupported
dns/promises,DESTRUCTION,supported,supported,supported,supported,supported,unsupported
dns/promises,EOF,supported,supported,supported,supported,supported,unsupported
dns/promises,FILE,supported,supported,supported,supported,supported,unsupported
dns/promises,FORMERR,supported,supported,supported,supported,supported,unsupported
dns/promises,LOADIPHLPAPI,supported,supported,supported,supported,supported,unsupported
dns/promises,NODATA,supported,supported,supported,supported,supported,unsupported
dns/promises,NOMEM,supported,supported,supported,supported,supported,unsupported
dns/promises,NONAME,supported,supported,supported,supported,supported,unsupported
dns/promises,NOTFOUND,supported,supported,supported,supported,supported,unsupported
dns/promises,NOTIMP,supported,supported,supported,supported,supported,unsupported
dns/promises,NOTINITIALIZED,supported,supported,supported,supported,supported,unsupported
dns/promises,REFUSED,supported,supported,supported,supported,supported,unsupported
dns/promises,Resolver,supported,supported,supported,supported,supported,unsupported
dns/promises,SERVFAIL,supported,supported,supported,supported,supported,unsupported
dns/promises,TIMEOUT,supported,supported,supported,supported,supported,unsupported
dns/promises,getDefaultResultOrder,supported,supported,supported,unsupported,unsupported,unsupported
dns/promises,getServers,supported,supported,supported,unsupported,supported,unsupported
dns/promises,lookup,supported,supported,supported,supported,supported,unsupported
dns/promises,lookupService,supported,supported,supported,supported,unsupported,unsupported
dns/promises,resolve,supported,supported,supported,supported,supported,unsupported
dns/promises,resolve4,supported,supported,supported,supported,supported,unsupported
dns/promises,resolve6,supported,supported,supported,supported,supported,unsupported
dns/promises,resolveAny,supported,supported,supported,supported,supported,unsupported
dns/promises,resolveCaa,supported,supported,supported,supported,supported,unsupported
dns/promises,resolveCname,supported,supported,supported,supported,supported,unsupported
dns/promises,resolveMx,supported,supported,supported,supported,supported,unsupported
dns/promises,resolveNaptr,supported,supported,supported,supported,supported,unsupported
dns/promises,resolveNs,supported,supported,supported,supported,supported,unsupported
dns/promises,resolvePtr,supported,supported,supported,supported,supported,unsupported
dns/promises,resolveSoa,supported,supported,supported,supported,supported,unsupported
dns/promises,resolveSrv,supported,supported,supported,supported,supported,unsupported
dns/promises,resolveTxt,supported,supported,supported,supported,supported,unsupported
dns/promises,reverse,supported,supported,supported,supported,supported,unsupported
dns/promises,setDefaultResultOrder,supported,supported,supported,supported,supported,unsupported
dns/promises,setServers,supported,supported,supported,supported,supported,unsupported
events,*self*,supported,supported,supported,supported,supported,unsupported
events,default.*self*,supported,supported,supported,supported,supported,unsupported
events,default.EventEmitter,supported,supported,supported,supported,supported,unsupported
events,default.EventEmitterAsyncResource,supported,supported,supported,supported,supported,unsupported
events,default.addAbortListener,supported,supported,supported,supported,unsupported,unsupported
events,default.captureRejectionSymbol,supported,supported,supported,supported,supported,unsupported
events,default.captureRejections,supported,supported,supported,supported,supported,unsupported
events,default.defaultMaxListeners,supported,supported,supported,supported,supported,unsupported
events,default.errorMonitor,supported,supported,supported,supported,supported,unsupported
events,default.getEventListeners,supported,supported,supported,supported,supported,unsupported
events,default.getMaxListeners,supported,supported,supported,supported,unsupported,unsupported
events,default.init,supported,supported,supported,supported,supported,unsupported
events,default.kMaxEventTargetListeners,supported,supported,supported,supported,supported,unsupported
events,default.kMaxEventTargetListenersWarned,supported,supported,supported,supported,supported,unsupported
events,default.length,supported,supported,supported,supported,supported,unsupported
events,default.listenerCount,supported,supported,supported,supported,supported,unsupported
events,default.name,supported,supported,supported,supported,supported,unsupported
events,default.on,supported,supported,supported,supported,supported,unsupported
events,default.once,supported,supported,supported,supported,supported,unsupported
events,default.prototype.*self*,supported,supported,supported,supported,supported,unsupported
events,default.prototype._events,supported,supported,supported,unsupported,supported,unsupported
events,default.prototype._eventsCount,supported,supported,supported,unsupported,supported,unsupported
events,default.prototype._maxListeners,supported,supported,supported,unsupported,supported,unsupported
events,default.prototype.addListener,supported,supported,supported,supported,supported,unsupported
events,default.prototype.emit,supported,supported,supported,supported,supported,unsupported
events,default.prototype.eventNames,supported,supported,supported,supported,supported,unsupported
events,default.prototype.getMaxListeners,supported,supported,supported,supported,supported,unsupported
events,default.prototype.listenerCount,supported,supported,supported,supported,supported,unsupported
events,default.prototype.listeners,supported,supported,supported,supported,supported,unsupported
events,default.prototype.off,supported,supported,supported,supported,supported,unsupported
events,default.prototype.on,supported,supported,supported,supported,supported,unsupported
events,default.prototype.once,supported,supported,supported,supported,supported,unsupported
events,default.prototype.prependListener,supported,supported,supported,supported,supported,unsupported
events,default.prototype.prependOnceListener,supported,supported,supported,supported,supported,unsupported
events,default.prototype.rawListeners,supported,supported,supported,supported,supported,unsupported
events,default.prototype.removeAllListeners,supported,supported,supported,supported,supported,unsupported
events,default.prototype.removeListener,supported,supported,supported,supported,supported,unsupported
events,default.prototype.setMaxListeners,supported,supported,supported,supported,supported,unsupported
events,default.setMaxListeners,supported,supported,supported,supported,supported,unsupported
events,default.usingDomains,supported,supported,supported,supported,supported,unsupported
events,EventEmitter,supported,supported,supported,supported,supported,unsupported
events,EventEmitterAsyncResource,supported,supported,supported,supported,supported,unsupported
events,addAbortListener,supported,supported,supported,supported,supported,unsupported
events,captureRejectionSymbol,supported,supported,supported,supported,supported,unsupported
events,captureRejections,supported,supported,unsupported,supported,unsupported,unsupported
events,defaultMaxListeners,supported,supported,supported,supported,supported,unsupported
events,errorMonitor,supported,supported,supported,supported,mismatch,unsupported
events,getEventListeners,supported,supported,supported,supported,supported,unsupported
events,getMaxListeners,supported,supported,supported,supported,unsupported,unsupported
events,init,supported,supported,unsupported,supported,unsupported,unsupported
events,listenerCount,supported,supported,supported,supported,supported,unsupported
events,on,supported,supported,supported,supported,supported,unsupported
events,once,supported,supported,supported,supported,supported,unsupported
events,setMaxListeners,supported,supported,supported,supported,supported,unsupported
events,usingDomains,supported,supported,supported,supported,unsupported,unsupported
fs,*self*,supported,supported,supported,supported,supported,unsupported
fs,default.*self*,supported,supported,supported,supported,supported,unsupported
fs,default.Dir,supported,supported,supported,supported,supported,unsupported
fs,default.Dirent,supported,supported,supported,supported,stub,unsupported
fs,default.F_OK,supported,supported,supported,supported,supported,unsupported
fs,default.FileReadStream,supported,supported,supported,mismatch,unsupported,unsupported
